,Text,Intent
6824,start a speech on microbes for me,oos
6825,inform me of what microbes are,oos
6826,what is the top 10 best modems,oos
6827,what is the time signature for the castlevania song bloody tears,oos
6828,can you tell me what key frank zappa's keep it greasy is in,oos
6829,please go to wikipedia and search for articles related to nsa,oos
6830,can the nsa crack the encryption on my iphone,oos
6831,does the nsa listen to me,oos
6832,could you pull up the nsa website,oos
6833,can you see if the octopus eggs have hatched yet,oos
6834,what do you do if your cat eats an octopus,oos
6835,find out which museum houses the most post modern art in new york state,oos
6836,look up the top 3 selling post modern artists in the united states,oos
6837,create a portrait for me using post modern art,oos
6838,find me examples of post modern art,oos
6839,find the names of all the rain forests located in south america,oos
6840,does cutting down the rain forest really add to global warming,oos
6841,what's the current demand for wood from rain forests,oos
6842,what's the current prevailing interest rate for mortgages in my area,oos
6843,how's the real estate market doing this week,oos
6844,please list my real estate for sale,oos
6845,make an ad to sell my real estate,oos
6846,what's the status of robotic servants from japan,oos
6847,finish the final touches on my newest robotic creation,oos
6848,can a robot really travel back in time,oos
6849,program my new robot to bring me snacks,oos
6850,how long would it take you to die of thirst in the sahara desert,oos
6851,can a samurai sword deflect a bullet,oos
6852,how much for a samurai sword,oos
6853,make a list of what materials have been used for spacesuits,oos
6854,what size space suit should you get based on your girth,oos
6855,see if you can purchase a spacesuit online,oos
6856,compile a folder of paintings of sparta,oos
6857,display history of sparta,oos
6858,compile a list of articles pertaining to venture capital funding for me,oos
6859,start a portfolio on venture capital funding for me to look over,oos
6860,how do i get venture capital for my app,oos
6861,what's the latest vc funded company,oos
6862,i'd like to hire a wedding planner and need help finding one,oos
6863,how to plan for weddings,oos
6864,find out how many whales are currently in monterey bay,oos
6865,make a chart of the different types of whales,oos
6866,what did my best friend do in the kitchen while we were gone,oos
6867,what's my boss' home address,oos
6868,what's it like to have parents who actually love you,oos
6869,is there any news if my parents survived the crash,oos
6870,tell me who gives the best motivational speeches on the web,oos
6871,find an article on celebrities who made it out of poverty,oos
6872,send me a motivational quote everyday for the next week,oos
6873,who is the hardest working man in hollywood,oos
6874,tell me where i can get more information on getting a job at the post office,oos
6875,pull up the classifieds and read the career section to me,oos
6876,help me find a new position as a programmer,oos
6877,what's the best career search website,oos
6878,write the next chapter of my biography and let me know when you have finished it,oos
6879,give me a list of the biographies written by nyu professors after 2001,oos
6880,i would like for you to start a biography on me,oos
6881,show me all biographies on teddy kennedy,oos
6882,find out what supplies i am missing and will need on my upcoming camping trip,oos
6883,what are the camping restrictions at bear island,oos
6884,find articles that can help me advance my position in my work field,oos
6885,show me what one should do to get ahead in a tech corporation,oos
6886,get me a copy of a book on negotiation in the workplace,oos
6887,look up ways for me to advance my job placement,oos
6888,see if there is a recipe to make a casserole without any dairy,oos
6889,tell me in how many different colors i can get dinner plates from pier one imports,oos
6890,tell me amazon's choice for a set of 4 dinner plates,oos
6891,find out where i can by melamine dinner plates,oos
6892,find out what the maximum memory size is that i can buy in a dvd,oos
6893,tell me who makes the best dvd's for movie storage,oos
6894,how many dvds do i currently have on file,oos
6895,give me a listing of all my dvd's,oos
6896,look up the conversion rate for the euro to dollar exchange,oos
6897,how do i put a lens that's fallen out back in my glasses,oos
6898,i need you to order a new pair of eyeglasses for me,oos
6899,tell me what my current eyeglasses prescription is,oos
6900,show me examples of cute eyeglass frames,oos
6901,make a list of all sites in the us where spirits have been seen at night,oos
6902,tell me how to get rid of a spirit that's haunting me,oos
6903,show me how to contact a paranormal spirit,oos
6904,tell me a scary story,oos
6905,show me the goals of my local police department in terms of reducing crime,oos
6906,make a list of goals i need to meet in order to write a book,oos
6907,what is the distance between the goal posts in football,oos
6908,remind me what my weight loss goals are,oos
6909,give me a list of tax attorneys that practice in my city,oos
6910,tell me how i can file a pleading in circuit court,oos
6911,give me the number of a traffic attorney near here,oos
6912,what are the top rated local lawyers,oos
6913,find out how many miles the mississippi waterway runs,oos
6914,tell me what the longest tributary is in venezuela,oos
6915,please book another boat for this weekends trip,oos
6916,get me a list of universities that provide full scholarships in arizona,oos
6917,tell me where to go to get my son enrolled in public kindergarten,oos
6918,"do a job search on monstercom for jobs in the tech field in arlington, va",oos
6919,"i need to find work, help me connect to a local business through linkedin",oos
6920,detail a list of possible job openings in the miami public school system,oos
6921,look for a position similar to mine that is open around my area,oos
6922,find out where one can get involved in discussing local election issues,oos
6923,give me a list of the top 5 issues people have in this country,oos
6924,what is the government department that regulates emissions,oos
6925,what's the highest rated social services non-profit,oos
6926,explain to me the process of evaporation,oos
6927,how do i write an iep for a high schooler,oos
6928,tell me how to refinish a wooden desk,oos
6929,tell me how to make a lesson plan,oos
6930,tell me where i can get the cheapest tennis balls on the internet,oos
6931,play the current tennis match on the tv in the living room,oos
6932,give me a list of the top 10 tennis players in the world,oos
6933,make a chart of all the tennis scores from this year,oos
6934,find the best prices for toothpaste at any store within a 5 mile radius of my location,oos
6935,tell me what the best shampoo is for someone with dry scalp,oos
6936,what's the best price on a gray xl ll bean men's parka,oos
6937,tell me who has the cheapest watch bands on ebay,oos
6938,how do i set the time on my tag heuer,oos
6939,tell me the steps as to how to begin a career as a journalist,oos
6940,give me prices on a copy of the mla grammar handbook,oos
6941,put words on the paper about what you want,oos
6942,put into words what you want,oos
6943,what kind of foods are border collies allergic to,oos
6944,find out how i can best clip my dog's nails,oos
6945,what is the lifespan of a border collie,oos
6946,look up daily dog kennels in my area,oos
6947,give me a list of grocery stores that sell japanese sweet potatoes,oos
6948,tell me the price of bananas at whole foods this week,oos
6949,call the grocery store and get their operational hours,oos
6950,call an uber to take me to the closest grocery store,oos
6951,show me how many community centers are located within 5 miles of my location,oos
6952,which houses do not have automatic spot lights in front of their garage,oos
6953,are all the street lamps working on my street,oos
6954,make a list of all community gardens near me,oos
6955,tell me where to send my resume in order to get a job at delta airlines,oos
6956,review my resume for spelling errors,oos
6957,please print out copies of my resume,oos
6958,please spell check my resume,oos
6959,where can i get 100% merino wool t-shirts on the internet,oos
6960,show me all listings on amazon for leather belts for men,oos
6961,tell me how many blue ties i own,oos
6962,who is the start of the movie almost famous,oos
6963,search up someone who plays in a movie,oos
6964,search up the cast in the walking dead,oos
6965,tell me about the amusement park,oos
6966,what's the amusement park like,oos
6967,take a ride on the ferris wheel,oos
6968,go on the ferris wheel,oos
6969,what is the cost of four double a batteries,oos
6970,instruct a list of all the brands of cereal manufactured by kelloggs,oos
6971,compare prices of malt-o-meal to kelloggs,oos
6972,what kinds of cereal are gluten free,oos
6973,what kinds of cereal are low sugar,oos
6974,what is the last time the living room was vacuumed,oos
6975,search all movies created by disney in the 1980's,oos
6976,does disney world close when it storms,oos
6977,mickey mouse is a huge part of disney,oos
6978,what are the hours for disney world,oos
6979,what time did i get the last text message i received,oos
6980,please read me the last text message i received,oos
6981,read my friend's text message,oos
6982,watch the stories on instagram,oos
6983,update my status on instagram,oos
6984,can you check on what it would cost me to upgrade my iphone with t-mobile,oos
6985,please alert me when my iphone battery falls below 30%,oos
6986,can you look at when the next iphone is due out,oos
6987,what type of industries do innovation managers work in,oos
6988,what are the requirements of a lab technician,oos
6989,generate a list of 20 songs that include the word love in the title,oos
6990,create a 500 word letter expressing love,oos
6991,find a couple's therapist who can help me and my wife,oos
6992,what does the average cost of an engagement ring,oos
6993,what is popular in fashion right now,oos
6994,does denim go with anything,oos
6995,accept incoming phone call,oos
6996,deny incoming phone call,oos
6997,what do i wear on my feet when it rains,oos
6998,what do i put on my feet,oos
6999,what are the words to the chorus for this song,oos
7000,display the song lyrics for me,oos
7001,"google ""odell beckham free agency""",oos
7002,clear my search history,oos
7003,compare the new life growth in trees when the seasons change,oos
7004,plant all your flowers just after easter in early april,oos
7005,find a good toy to give a 5 year old boy that costs less than $40,oos
7006,find out where i can buy a barbie doll for my niece,oos
7007,look on amazon for the price of a nitendo switch,oos
7008,what brand was the last advertisement for,oos
7009,how do i skip all of the advertisements,oos
7010,make a list of decor i would need to have a titanic themed birthday party,oos
7011,aquire the soundtracks from the movie if i stay and add them to my ipod,oos
7012,"i watched ""were the millers"" on netflix last night",oos
7013,"can you find ""were the millers"" on hulu",oos
7014,"how many people have held the role of county attorney bearing the family name ""dixon""",oos
7015,tell me about the candidates running for local office in my area,oos
7016,find out who is the representative of my district,oos
7017,generate a list of the past 10 judge executives,oos
7018,look up the email address of the local police,oos
7019,how many hits have i done today,oos
7020,change out the older photos with the newer ones,oos
7021,organize photos by year they were taken,oos
7022,can you group my photos by location,oos
7023,organize my photos by date please,oos
7024,tell me what my local park's policy is on letting dogs off of leashes,oos
7025,look up the operating hours of my local park on weekends,oos
7026,how many parks are within 20 miles of me,oos
7027,check to see if i still have allergy medication,oos
7028,sign me up for the writing class you told me about 2 days ago,oos
7029,find articles on essay writing for beginners,oos
7030,how long should an essay be,oos
7031,how do you start an essay,oos
7032,what should you do if your laundry machine is making a high pitched whine,oos
7033,find out who the best appliance repairman is for the downtown area,oos
7034,look up local repair shops that work on vacuum cleaners,oos
7035,can i get a sear's appliance repairman,oos
7036,find directions to the sunshine car wash from my house,oos
7037,can you book me an appointment at a car wash,oos
7038,what brush can i use to wash my car that won't scratch it,oos
7039,please clean the car windows,oos
7040,vacuum out the car,oos
7041,schedule an appointment with the credit counselor for tuesday,oos
7042,find a credit mentoring service number for me please,oos
7043,how much does it cost to get two jackets dry cleaned,oos
7044,look up articles on the green dry cleaning industry,oos
7045,find a cleaner that specializes in suede,oos
7046,when should you use a dry cleaner,oos
7047,create emergency phone numbers list,oos
7048,do sets of 25 set-ups each morning til you have completed your goal,oos
7049,keep a note of how many miles you walk a day,oos
7050,how much weight should i lift to get buff,oos
7051,what's a good stretch to do to limber up,oos
7052,look up the most requested famous person for quotes,oos
7053,what is the most famous quote on the internet,oos
7054,make a list of the top 100 famous quotes,oos
7055,show me the top 10 quotes by mark twain,oos
7056,what do you do if you can't stop vomiting,oos
7057,what should i take for a cold,oos
7058,"i have too many credit cards, is there any way you can help me organize them",oos
7059,find a credit counseling service for me on the web,oos
7060,explain how to reduce my debt burden,oos
7061,look up the current auto loan rate at chase bank,oos
7062,look up student loan offers on google,oos
7063,check current prime mortgage rate,oos
7064,what should you do if you can't be bothered to get out of bed,oos
7065,send me a quote from a motivational speaker twice a day,oos
7066,find me a book on motivational speaking from amazon,oos
7067,check to see if i need a pass to use the parking garages downtown,oos
7068,can you check to see which parking garages are open downtown,oos
7069,how much does it cost to use the parking garage downtown,oos
7070,what's a good way of backing out of a parking spot,oos
7071,search the web for monthly parking near my house,oos
7072,find out where parking is close to the stadium,oos
7073,how do i get perfect alignment with the curb,oos
7074,describe to me how i can learn to make small talk,oos
7075,explain how small talk helps bind groups together,oos
7076,what do you do all day while i'm at work,oos
7077,"so, hang out around this house often",oos
7078,tell me the best way to freshen the smell in my car,oos
7079,where's the closest car wash my car smells,oos
7080,how much is auto febreeze on amazon,oos
7081,find out how to deodorize a car,oos
7082,see if you can find a good vegetable wash for me,oos
7083,look up website on container gardening,oos
7084,are we allowed to wash our cars during the drought,oos
7085,request a refund on the car wax i bought yesterday,oos
7086,i'd like to hire someone to wash my car,oos
7087,find out what gentlemen are wearing to weddings these days,oos
7088,find me articles on appropriate wedding attire,oos
7089,zip the back of the brides maid dress,oos
7090,rent the tuxedo the day before,oos
7091,find available letter writing classes at the local community college,oos
7092,find me a graphic tutorial on writing longhand,oos
7093,order me a book of stamps and envelopes,oos
7094,start listening to me dictate a letter,oos
7095,"email my boss, tell him i wont be in today",oos
7096,are the schools closed,oos
7097,let me know what time the patriots game starts,oos
7098,tell me how long until the nascar race begins,oos
7099,are there any sales on liquor,oos
7100,what shows are on tonight,oos
7101,are there any new job postings in my area in the last hour for jobs on craigslist,oos
7102,see if there are any employment agencies hiring managers right now,oos
7103,can you tell me what the best places are to look for a job online,oos
7104,sign me up for the slack employment forum,oos
7105,please replay the last five minutes,oos
7106,can you enable subtitles,oos
7107,consult the gq website to find what men wear to weddings,oos
7108,order me a blue pin stripe suit from saville row,oos
7109,what's in fashion this month,oos
7110,is it too late to wear white,oos
7111,how many calories does jumping up and down burn,oos
7112,how many push-ups do i need to do to get ripped,oos
7113,fill up my water bottle for the gym,oos
7114,pick out an excerise outfit for me,oos
7115,find out how long a cold should last before i call a doctor,oos
7116,what should i take for nausea,oos
7117,how do you relieve a hangover,oos
7118,what is a good home remedy for a rash,oos
7119,"i have a rash, what can i use for it",oos
7120,can you order some ointment for me,oos
7121,how do i get rid of an itchy rash,oos
7122,forward the text i just got from henry to giselle,oos
7123,please read the text message i just received,oos
7124,save my text on my laptop hard drive,oos
7125,what time does my ex-boss leave the office,oos
7126,how much does gun ammunition cost,oos
7127,restart my newspaper delivery for monday,oos
7128,are there any messages,oos
7129,what's that smell,oos
7130,get me a list of the best savings account rates right now,oos
7131,is beer legal in this state,oos
7132,get me articles and pics of different types of household bugs for this area,oos
7133,what should i do if i saw a cockroach in my house,oos
7134,look up articles on squealing brakes for ford f-150's,oos
7135,please answer the phone and put it on speaker on the tv,oos
7136,can you tell me who's calling me,oos
7137,answer the phone,oos
7138,ignore call,oos
7139,find out what type of wax is needed for a late model ford sedan,oos
7140,what's the first thing you should do to wash your car,oos
7141,what supplies do i need to clean my car,oos
7142,look up articles on car washing at home,oos
7143,how old is the oldest person that is in the guiness book of world records,oos
7144,how could i get into the guiness book of world records,oos
7145,what person is the heaviest ever recorded,oos
7146,who has the longest hair ever,oos
7147,can you look at what average reviews say about the new windows phone on amazon for me,oos
7148,tell me a summary of reviews that oakley frogskins get on amazon,oos
7149,make me a list of the top ten reviewed hiking boots on jetcom,oos
7150,show me a tabulation of reviews for lcd tv's on amazon,oos
7151,can you tell me what happened to han solo in episode 4,oos
7152,how many movies are in the star wars series,oos
7153,how many star wars movies are there,oos
7154,who plays han solo,oos
7155,which movie is it that someone says perfectly balanced as all things should be,oos
7156,what movie is the line today is our independence day from,oos
7157,what movie is it that says today is a good day to die,oos
7158,what movie does it's just a flesh wound come from,oos
7159,is michonne wrong for not working with the kingdom to put on the fair,oos
7160,which actors have played more than 1 comic book character,oos
7161,what marvel movie did mark ruffalo first appear in,oos
7162,why did negan return to his jail cell,oos
7163,is there more than one occult that a person can join,oos
7164,can i summon a demon using just an ouija board,oos
7165,what's the best way to drown a witch,oos
7166,what does it mean to join the occult,oos
7167,did madison really bathe in the potomac naked,oos
7168,can you explain a good risk strategy to me,oos
7169,what are the rules for chess,oos
7170,fill out the paperwork for tonys new daycare center,oos
7171,i need to find a new babysitter,oos
7172,get me a list of divorce attorneys in the new york area,oos
7173,how long does it take to get a divorce finalized,oos
7174,where can i find the best divorce lawyer,oos
7175,make me a map of all earthquake hotspots in the continental us,oos
7176,how much damage did the last earthquake here do,oos
7177,what was the latest tremor on the richter scale,oos
7178,get me articles on earthquake preparedness,oos
7179,what is appropriate to spend on a bouquet of flowers for mother's day,oos
7180,get me a list of personal conservation tips that i can use around the house,oos
7181,look up the average temperature changes over the last 30 years for my area,oos
7182,is the polar vortex of 2019 apart of global warming,oos
7183,what is global warming,oos
7184,can you book me a tee time at cantigny at 2 pm on saturday,oos
7185,what's the best golf club to use on the lower nine,oos
7186,how do i stop my child from setting small animals on fire for amusement,oos
7187,review chapter 6 with my son and verify his math homework answers,oos
7188,can you look up how i shoot a time lapse video on my iphone camera or is it even possible,oos
7189,how do i turn up the resolution that i am taking pictures in on my camera phone,oos
7190,print out the photos i took today,oos
7191,can you find me sheet music for the beatles white album online,oos
7192,find me a good band instructor or two to compare in my area,oos
7193,can i get a starter course for the trumpet,oos
7194,how many keys does a xylophone have,oos
7195,how many polar bears are still alive in the arctic,oos
7196,are polar bears on the endangered species list,oos
7197,what is the life expectancy of a polar bear,oos
7198,can a polar bear live in alabama,oos
7199,when will george rr martin publish the next game of thrones book,oos
7200,show me the new york times most popular book list for this week,oos
7201,how many books are in piers anthony virtual mode series,oos
7202,"order the new book titled ""ghost work""",oos
7203,please check if god is really living in a small apartment in brussels,oos
7204,what did the mesopotamians call the creator of the universe,oos
7205,put on an educational program about buddhism,oos
7206,what happens if you're skydiving and your parachute doesn't open,oos
7207,research how many deaths has resulted from skydiving,oos
7208,how many people die each year while skydiving,oos
7209,google the price of skydiving in florida,oos
7210,in what movie did mrs congeniality feature a contestant championing for world peace,oos
7211,"has there ever been total world peace, where no nations in the world are at war",oos
7212,name the leader from tibet that stands firm for world peace,oos
7213,what will it take to achieve world peace,oos
7214,was einstein right to be scared of spooky action at a distance,oos
7215,what is the nature of the big bang theory,oos
7216,how does the etheric body operate,oos
7217,do we actually have a soul,oos
7218,where can i find cheap rental skis nearby,oos
7219,check the nanny cam and send the feed to my phone,oos
7220,how much should i tip on this bill,oos
7221,send me live feed of the pre-game prediction show on my phone,oos
7222,what are the scores of other teams in this division,oos
7223,look up pitcher stats on jake rooney,oos
7224,what teams are playing right now,oos
7225,is it too late to upgrade to first class,oos
7226,"according to my fitness tracker, how many push ups have i done today",oos
7227,renew gym membership,oos
7228,what's my budget for today's shopping trip,oos
7229,can you find my car in the parking lot,oos
7230,what's the best hand to have in texas hold em,oos
7231,is gambling legal in my state,oos
7232,fold my hand,oos
7233,what time did i put in my first load of laundry,oos
7234,how much time is left on my laundry,oos
7235,report outage to my electric provider,oos
7236,power up my generator,oos
7237,call up instructables website and find article on bike assembly,oos
7238,find schematics for ikea desk assembly,oos
7239,search information on how to apply foundation,oos
7240,find instructions on how to play taboo,oos
7241,what casino game has the best odds,oos
7242,tell me how much energy i have consumed so far this year,oos
7243,give me an energy usage breakdown for march,oos
7244,how many kilowatts have i used this month,oos
7245,what's my current electric bill,oos
7246,can you locate the television remote,oos
7247,where did i last place my remote,oos
7248,do you know where the remote is,oos
7249,have you seen the remote,oos
7250,please ping the rfid in my wallet and tell me where it's at right now,oos
7251,can you detect where i placed my wallet,oos
7252,give me my wallet location,oos
7253,find my wallet,oos
7254,can you give me the gps location of harvey,oos
7255,where's my buddy steve right this second,oos
7256,locate jenny at her present position,oos
7257,let me know where jim is right now,oos
7258,how would you say fly in italian,oos
7259,how does one say wonderful in german,oos
7260,how do they say tacos in mexico,oos
7261,what's the french word you use for potato,oos
7262,how do i say i'm sorry in chinese,oos
7263,how would i say thank you if i were mexican,oos
7264,how would i say i must be going now if i were german,oos
7265,how do i say bathroom in italian,oos
7266,how might i say hello if i were scottish,oos
7267,how would i say how are you today if i were mexican,oos
7268,how would i say i need directions if i were french,oos
7269,what's the spanish word for dog,oos
7270,can you please provide me with assistance in moving money from one account to another,oos
7271,i would like assistance moving money from one account to another,oos
7272,can i move some money around,oos
7273,can i move some money between my two accounts,oos
7274,help me transfer $100 from my checking to saving account,oos
7275,transfer seventy dollars between national and citizens accounts,oos
7276,i'd like to transfer $400 from household to savings account,oos
7277,transer $800 from my checking to savings account,oos
7278,set a 5 minute timer,oos
7279,set a 1 minute timer,oos
7280,start the timer,oos
7281,start a timer please,oos
7282,i need to start a timer,oos
7283,give me a 10 minute timer,oos
7284,please begin a timer,oos
7285,set a timer for 10 minutes,oos
7286,i need to use a timer,oos
7287,set a timer to go off in 1 hour,oos
7288,set a timer for 30 minutes,oos
7289,define antebellum,definition
7290,define discontent,definition
7291,what is the meaning of incandescent,definition
7292,what does confrontation mean,definition
7293,what does serendipity mean,definition
7294,what's the definition of luminescent,definition
7295,what is the definiton of auspicious,definition
7296,what does circuitous mean,definition
7297,what's the definition of unencumbered,definition
7298,what does adulation mean,definition
7299,what does assiduous mean,definition
7300,what does amicable mean,definition
7301,what's the definition of remunerative,definition
7302,what does anachronistic mean,definition
7303,what's the definition of idiosyncratic,definition
7304,what does yolo mean,definition
7305,can you tell me the meaning of fluctuate,definition
7306,what does the word polynomial mean,definition
7307,what does ferrari mean,definition
7308,what is the meaning of the word girn,definition
7309,what does mature mean,definition
7310,i'd like to know what bitcoin means,definition
7311,"i heard some woman say she was going to yerd me, what's that mean",definition
7312,can you tell me what obsolescence means,definition
7313,please explain the word catastrophic to me,definition
7314,what's the meaning of naff,definition
7315,can you tell me what dendrofilous means,definition
7316,what does peer-to-peer actually mean,definition
7317,define epicurean,definition
7318,what does epicurean mean,definition
7319,would you let me know what is the point of life,oos
7320,"right now, i need to know the meaning of life",oos
7321,define the meaning of life for me,oos
7322,i want to know the meaning of life,oos
7323,i need you to tell me the meaning of life,oos
7324,i need to know what the meaning of life is now,oos
7325,would you provide me with what the point of life is,oos
7326,can you tell me about the meaning of life,oos
7327,what is the core meaning of life,oos
7328,is there meaning in life,oos
7329,what is the answer to life,oos
7330,i am interested in a new insurance plan,oos
7331,i am in the market for a new insurance plan,oos
7332,is there a way to alter my insurance policy,oos
7333,can i update my insurance policy,oos
7334,what are the steps to change my insurance policy,oos
7335,do you know how i can change my insurance policy,oos
7336,how to i change the policy on my insurace,oos
7337,do you know how i get new insurance,oos
7338,let me know the process for new insurance,oos
7339,i need to sign up for a new allstate plan,oos
7340,how do i sign up for a new allstatedplan,oos
7341,i want to change to a new allstate insurance plan,oos
7342,i want a new insurance plan,oos
7343,can you help me locate my phone,oos
7344,"i cannot locate my phone, can you help me",oos
7345,can you assist me with finding my phone,oos
7346,i lost my phone can you help me,oos
7347,i seem to have lost my phone,oos
7348,can you find my phone,oos
7349,locate my cellphone in this room,oos
7350,find my cellphone for me!,oos
7351,where's my phone,oos
7352,i've lost my phone somewhere,oos
7353,please assist me in looking for my phone,oos
7354,look for my phone with me,oos
7355,is there a travel alert in spain,oos
7356,travel alert in cuba,oos
7357,alerts for travel in colombia,oos
7358,mexico travel alerts,oos
7359,have there been any travel alerts for the us,oos
7360,would i be safe if i traveled to japan,oos
7361,is it safe to go to north korea,oos
7362,are there any travel bulletins about haiti,oos
7363,does the state department say anything about traveling to haiti,oos
7364,is there a travel alert for france,oos
7365,is it safe to go to serbia,oos
7366,is travel to monterrey safe now,oos
7367,please help me set up a vacation request,oos
7368,how is a vacation request done,oos
7369,can i put in a pto request for september 1st to september 8th,oos
7370,"if i want to make a vacation request, how do i do it",oos
7371,can i put in a pto request for august 1st to august 10th,oos
7372,can i put in a pto request for january 4th to january 9th,oos
7373,can you help me plan a vacation,oos
7374,what do i do to set up a vacation,oos
7375,i need to request a vacation,oos
7376,vacation request information,oos
7377,how can i raise my credit score,oos
7378,how can i up my credit score,oos
7379,how can i prevent my credit score from dropping,oos
7380,give me some tips on building up my credit score,oos
7381,give me some ideas of how to avoid my credit score lowering,oos
7382,"""what's the method to improve credit score",oos
7383,"""when the credit score improve",oos
7384,"""where is improve the credit score",oos
7385,it is damaging to my credit score if i miss one credit card payment,oos
7386,i need interesting baseball trivia from the nineteen eighties,oos
7387,give me a fun fact about kangaroo,oos
7388,give me a fun fact about koala,oos
7389,tell me fun facts of today,oos
7390,give me something interesting about stars,oos
7391,what is some trivia about the weather,oos
7392,tell me today's fun fact,oos
7393,tell me something interesting about bees,oos
7394,tell me fun facts on science topics,oos
7395,tell me fun science facts,oos
7396,i want to know fun facts about koala bears,oos
7397,speak spanish please,oos
7398,i can't understand the language you are responding in; i need you to switch it,oos
7399,please let's speak in spanish,oos
7400,please can we speak in dutch,oos
7401,would you understand me if i speak to you in navajo,oos
7402,i want to start talking to you in swedish,oos
7403,i am going to speak english now,oos
7404,do you speak english,oos
7405,i want to speak to you in swiss german,oos
7406,how long until my paycheck shows up,oos
7407,what's the date on my last pay stub,oos
7408,when can i expect my paycheck,oos
7409,i need to know when i get paid next,oos
7410,when's my next pay day,oos
7411,when do i get paid for my work,oos
7412,what day will i earn my payment from work,oos
7413,when do i get my next pay check,oos
7414,do you know when i'll receive my next paycheck,oos
7415,how can i request a new credit card,oos
7416,what's the phone number for my credit card company,oos
7417,i recently lost my credit card and need to know how long it takes to get a new one mailed to me,oos
7418,what is the time frame for sending a customer who lost their credit card a new one,oos
7419,will i get getting my new card anytime soon,oos
7420,how long before my new card is mailed to me,oos
7421,what is the shipping time for my card,oos
7422,time to replace my credit card,oos
7423,how long before the replacement card is mailed to me,oos
7424,how long will it takes to get a new credit card,oos
7425,let me know the wait on a replacement credit card,oos
7426,let me know when the replacement card will arrive,oos
7427,what time is it in the eastern timezone,oos
7428,what time is it in the mountain timezone,oos
7429,what time is it in the greenwich timezone,oos
7430,what time is it in the central timezone,oos
7431,can you tell me what time it is in dallas,oos
7432,tell me the time in las vegas,oos
7433,what is the time in est,oos
7434,what is the current time,oos
7435,what exactly is the status of my application for the credit card,oos
7436,let me know if my application for american saving bank,oos
7437,i want to know if my credit card application has been processed,oos
7438,can you check if my credit card application has been processed,oos
7439,can you let me know the status of my discover credit card application status,oos
7440,can you please tell me about the status of my credit card application,oos
7441,let me know the credit card application status,oos
7442,please tell me if my application for the hsbc card has gone through yet,oos
7443,how far has my application for the hsbc card proceeded till now,oos
7444,has my mastercard application gone through the process,oos
7445,has my mastercard application been processed,oos
7446,what's the status of my virgin airlines flight,oos
7447,where is my delta flight,oos
7448,what can you tell me about flight dl123,oos
7449,is flight dl123 going to arrive on time,oos
7450,is my spirit flight running on time,oos
7451,tell me what the status is for my aa flight,oos
7452,i need to know the status of my american airlines flight,oos
7453,would you let me know the status of my american airlines flight,oos
7454,is flight dl123 delayed,oos
7455,what time is boarding for my flight,oos
7456,let's flip a coin i choose heads,oos
7457,can you do a coin flip for me ai,oos
7458,just flip a coin,oos
7459,throw a coin in the air,oos
7460,flip a coin into the air,oos
7461,"flip coin, heads!",oos
7462,"flip a coin, i call heads!",oos
7463,i want you to call me bailey,oos
7464,refer to me as bailey,oos
7465,"could you call me by a different name, please",oos
7466,"can you call me a different name, please",oos
7467,"ai, refer to me as deb when answering me",oos
7468,please go ahead and change my name,oos
7469,change name for me,oos
7470,start calling me jake from now on,oos
7471,i want you to call me sheldon,oos
7472,i want to be called timothy,oos
7473,where are you coming from,oos
7474,where do you call home,oos
7475,what is your origin,oos
7476,where was it you were born,oos
7477,the place you were born is,oos
7478,where is your home town,oos
7479,where do you originate from,oos
7480,where were you processed,oos
7481,remove milk and add eggs to my shopping list,oos
7482,"if soda isn't on my shopping list, go ahead and add it for me",oos
7483,add milk to my shopping list,oos
7484,i need to add flour to my list for shopping if i haven't already,oos
7485,i need hot dogs added to my shopping list please,oos
7486,"is milk in my shopping list if not, add it",oos
7487,add eggs to my shopping list if it's not already there,oos
7488,"on my shopping list, remove eggs",oos
7489,milk should be added to my shopping list,oos
7490,"i don't need eggs anymore, but i do need milk",oos
7491,take paper towels off of my shopping list,oos
7492,i don't need toilet paper anymore; take it off my shopping list,oos
7493,"throw eggs on my shopping list, please",oos
7494,i need bananas on the list too,oos
7495,can you tell me what you can help with,oos
7496,what kind of things can you help with,oos
7497,please help me to know what type of things you can help me with,oos
7498,what subjects do you like,oos
7499,what type of questions can i ask you,oos
7500,what subjects are you experienced in,oos
7501,what kid of subjects do you excel in,oos
7502,what subjects or areas are you familiar with,oos
7503,which subjects are you the most experienced with,oos
7504,tell me what you can do for me,oos
7505,what sorts of tasks can you do,oos
7506,give me examples of what to ask you,oos
7507,what things do you know how to do,oos
7508,undecided,oos
7509,might,oos
7510,it might go either way,oos
7511,both could be,oos
7512,my answer would be maybe,oos
7513,i can't say for certain either way,oos
7514,not sure to be honest,oos
7515,"um, i'm not quite sure",oos
7516,how do i do an oil change,oos
7517,diy oil change,oos
7518,how to do an oil change,oos
7519,i need guidance on changing my oil,oos
7520,put together a list of instructions for me on how to change the oil in my car,oos
7521,what oil do i use when changing oil and how do i do it,oos
7522,how would i replace my oil and what sort of oil should i use,oos
7523,"can you change the oil, with what and how",oos
7524,can you tell me how to change my oil please,oos
7525,how do i change my oil,oos
7526,"i'd like to make a reservation at rooth chris, can you do that",oos
7527,reserve table for 5 at red robin under the name sara at 3,oos
7528,look for me a table at carl's cabin for twelve at eight,oos
7529,use martins name to reserve a table at tropicana for 5 people at 8pm,oos
