,Text,Intent
1005,what is the schedule for my next oil change,oos
1006,am i ready for an oil change soon,oos
1007,when do i need to change my oil next,oos
1008,when do i need to change my motor oil again,oos
1009,when do i need to change my motor oil,oos
1010,when do i need to change my motor oil next,oos
1011,so when should i change the oil,oos
1012,when i should change oil,oos
1013,when should change oil tell me please,oos
1014,tell me when i should change me oil,oos
1015,i need to know when to change oil,oos
1016,how long until my oil needs to be changed,oos
1017,when will my car need new oil,oos
1018,at the point when should i get my oil changed straightaway,oos
1019,that's definitely true,oos
1020,"yup, that's true",oos
1021,"yes, that is true for sure",oos
1022,i know that is true,oos
1023,"true, most definitely",oos
1024,facts,oos
1025,you are not wrong about that,oos
1026,that makes sense as well,oos
1027,you are correct,oos
1028,agreed,oos
1029,accepted,oos
1030,confirmed,oos
1031,approved,oos
1032,i want you to know it's a true statement,oos
1033,i know that the statement is true,oos
1034,this is a true statement,oos
1035,the statement is true,oos
1036,i'm telling you this is a true statement,oos
1037,that's a yes,oos
1038,affirmitive,oos
1039,what's the best place to visit in arizona,oos
1040,what's the best restaurant in arizona for pizza,oos
1041,what are popular mountains to hike in arizona,oos
1042,do you think arizona has plenty of bike routes,oos
1043,find the favorite destination for traveling this year,oos
1044,can you suggest some of the most popular travel destination,oos
1045,what is there to do in craberra,oos
1046,give me location for tourist destination in bangkok,oos
1047,i want to know about tourist places for bangkok,oos
1048,i want list of tourist destination for paris,oos
1049,i want to know where to visit in bangkok,oos
1050,"i would like to find a list of cool things recommended for tourists in copenhagen, denmark",oos
1051,"i need some recommendations for fun tourist activities in washington, dc",oos
1052,what are some exciting things that are a must do for tourists visiting sedona,oos
1053,please do a search for entertaining activities for tourists in mexico city,oos
1054,"can you give me some fun suggestions for tourists to check out in las vegas, please",oos
1055,"in seoul, what things can i do",oos
1056,what to do in minneapolis,oos
1057,what can i do in hong kong,oos
1058,what's a good place to vacation,oos
1059,what is covered under my insurance,oos
1060,what benefits do i have for insurance,oos
1061,what is my insurance coverage,oos
1062,which insurance do i have,oos
1063,what kind of insurance do i have,oos
1064,what insurance do i have,oos
1065,which insurance plan do i have,oos
1066,what is the name of the insurance plan i am enrolled in,oos
1067,i am enrolled in what insurance plan,oos
1068,what is the insurance plan i am enrolled in,oos
1069,i am enrolled in an insurance plan and need to know what it is,oos
1070,"i enrolled in an insurance plan, what one was it",oos
1071,which was my insurance plan again,oos
1072,what insurance plan do i have,oos
1073,how is my insurance coverage,oos
1074,my insurance plan is what,oos
1075,what plan am i paying for,oos
1076,do you know my health benefits,oos
1077,what are my health benefits like,oos
1078,could you list my health benefits,oos
1079,can you cancel my todo list please,oos
1080,wipe my todo list please,oos
1081,can you delete my todo list please,oos
1082,remove my todo list,oos
1083,please delete my todo list,oos
1084,can you add laundry to my to do list,oos
1085,put laundry on my chore list,oos
1086,erase my to do list,oos
1087,i need to do laundry later today,oos
1088,put laundry on my list of things to do,oos
1089,clear my to do list,oos
1090,erase the items on my to do list,oos
1091,i'm finished with my to do list,oos
1092,i need laundry to be put on my list of things to do,oos
1093,please delete the items on my to do list,oos
1094,"remind me to wash the dog, put on list of things to do",oos
1095,add to my list of things to do: wash the dog,oos
1096,please put wash the dog on my list of things to do,oos
1097,put wash the dog on my to do list please,oos
1098,add wash the dog to my list of things to do,oos
1099,please read my reminder list,oos
1100,read my reminder list back to me,oos
1101,i want you to read my reminder list to me,oos
1102,i want to hear my reminder list,oos
1103,read my reminder list to me please,oos
1104,"i wanted to remember somethings, what was it",oos
1105,list the things i wanted to remember,oos
1106,recall the things i wanted to remember,oos
1107,what were those things i wanted to remember,oos
1108,what was it i wanted to remember,oos
1109,what does my running list of stuff to do list,oos
1110,what is on my to do list,oos
1111,what is my plan for the day,oos
1112,what are the things i wanted to recall,oos
1113,what things did i not want to forget,oos
1114,what is it i wanted to bear in mind,oos
1115,what are the things that i wanted to keep in mind,oos
1116,tell me my reminder list,oos
1117,"whats on my reminder list, read back",oos
1118,read all my reminders,oos
1119,can you speak more slowly,oos
1120,please talk a bit faster,oos
1121,can you slow down your rate of speech,oos
1122,please talk slower for me if you can,oos
1123,please speak to me quicker from now on,oos
1124,can you slow down the rate at which you talk,oos
1125,talk to me in a speedier manner from here on out,oos
1126,can you permanently talk faster,oos
1127,speed up your rate of speech,oos
1128,can you raise your speaking speed,oos
1129,please speak faster,oos
1130,don't talk so slow,oos
1131,would you talk a bit faster instead,oos
1132,speed your speech up,oos
1133,go ahead and talk faster now,oos
1134,talk faster than that,oos
1135,please talk faster,oos
1136,could you speed up your speech,oos
1137,could you speak faster,oos
1138,could you talk a little faster,oos
1139,i need you to check the air levels in my tires and let me know if i have enough in them,oos
1140,check my tires' air levels please,oos
1141,please check my tires and let me know if i have sufficient air in them,oos
1142,do my tires have enough air in them,oos
1143,can you check and tell me if my tires have enough air,oos
1144,what is the car's tire pressure,oos
1145,what is the tire pressure of the car,oos
1146,how is the car tire pressure doing,oos
1147,how is the car's tire pressure,oos
1148,is my tire pressure good,oos
1149,how is my tire pressure,oos
1150,is my tire pressure okay on my car,oos
1151,how much air pressure is in my tires,oos
1152,what is my tire pressure,oos
1153,do my car tires have enough psi in them,oos
1154,can you tell me how much air are in my car tires,oos
1155,please give me the amount of pressure in my car tires,oos
1156,how much psi is in my car tires,oos
1157,what is the air pressure of my car tires,oos
1158,how much air are in my tires,oos
1159,ill pass,oos
1160,not happening,oos
1161,"no, that is fake",oos
1162,hell nah,oos
1163,"no, that is invalid",oos
1164,i would prefer not,oos
1165,thats a negative,oos
1166,i meant no,oos
1167,i am saying no,oos
1168,that is not factual,oos
1169,"no, that is not correct",oos
1170,i do not think that is proper,oos
1171,no good,oos
1172,negatory,oos
1173,invalid,oos
1174,absolutely not,oos
1175,certainly not,oos
1176,"no, that's wrong",oos
1177,"no, that's not it",oos
1178,"no, that's not right",oos
1179,is the apr on my card that ends 1234 what it should be based on my credit score,oos
1180,"on my citi card, the one that ends 1234, what's the apr",oos
1181,has the apr on my card changed and what is it now,oos
1182,let me know my card's apr,oos
1183,can you tell me the status of my card's apr,oos
1184,what is the apr on my citibank card,oos
1185,how good is my card's apr,oos
1186,what is the apr on my first bank card account,oos
1187,what is the apr on my chase card,oos
1188,what is my card's apr,oos
1189,what is the apr on my american express,oos
1190,i want to know the apr on my capital one card,oos
1191,how does my card's apr compare to others,oos
1192,is my card's apr good,oos
1193,can you tell me how good my card's apr is,oos
1194,what is my card's apr and is it good,oos
1195,what is a good apr,oos
1196,is my apr high,oos
1197,what does my credit card charge for their annual percentage rate,oos
1198,do you know the apr on my chase credit card,oos
1199,how healthy is shepard's pie,oos
1200,how healthy is pecan pie,oos
1201,how healthy is hummus,oos
1202,how healthy is salad,oos
1203,how healthy is pumpkin pie,oos
1204,is chocolate good for you,oos
1205,tell me how health chocolate is,oos
1206,what is the nutritional info for kraft mac 'n' cheese,oos
1207,is chocolate bad for you or good for you,oos
1208,can you tell me the nutrional info of a big mac,oos
1209,are french fries health or not,oos
1210,tell me the nutrional info of a regular banana,oos
1211,read me the nutrional info of a bag of lay's potato chips,oos
1212,pull up the nutrional info of a 12 oz coke,oos
1213,is chocolate healthy,oos
1214,tell me how many much fat is in the hamburger,oos
1215,what is the nutrition information for shrimp scampi,oos
1216,how many grams of sodium are in potato chips,oos
1217,is rice good for me,oos
1218,is raw carrot healthy to eat,oos
1219,what is tuesday's calendar like,oos
1220,can you check what is on my calendar for tuesday,oos
1221,check what's on my calendar for tuesday,oos
1222,what is tuesday like on my calendar,oos
1223,what appointments do i have tomorrow after 1:00pm,oos
1224,what is the date of my next scheduled dentist appointment,oos
1225,do i have anything scheduled on my calendar for next tuesday,oos
1226,what do i have going on for 12/03/2019,oos
1227,where do i have to be on 12/03/2019,oos
1228,do i have plans on 12/03/2019,oos
1229,what's my schedule like for thursday the 14th,oos
1230,does my calendar show anything for thursday the 14th,oos
1231,do i have anything scheduled for thursday the 14th,oos
1232,can you tell me what my calendar is like for thursday the 14th,oos
1233,what appointments do i have on thursday the 14th,oos
1234,is my day open for march 4th 2019,oos
1235,is anything happening on march 4th 2019,oos
1236,are there any active events for march 4th 2019,oos
1237,"check my calendar for march 4th 2019, please",oos
1238,read back my day for march 4th 2019,oos
1239,i need you to schedule an uber pickup for me and three other people at 7pm to go to abe's pizza,oos
1240,send me an uber to arrive at 5pm at my house and there will be two people going to scully's downtown,oos
1241,send me an uber now for four people and we are going to appleby's downtown,oos
1242,i need an uber ride to come and pick me up now at work,oos
1243,can you find me an uber and have it here at 7pm,oos
1244,"call me an uber please, and make it for four people to go downtown",oos
1245,i need an uber to come to my work at 5pm for three people going to the cineplex downtown,oos
1246,are there any ubers available in my area right now,oos
1247,schedule an uber to pick me up at home in an hour,oos
1248,call an uber and have it pick me up at my present location,oos
1249,connect me with an uber,oos
1250,please call an uber for me,oos
1251,i need to obtain and uber,oos
1252,is there an uber going to downtown,oos
1253,book uber from here to downtown,oos
1254,uber ride available from here to downtown,oos
1255,look up uber to downtown,oos
1256,find me an uber to downtown,oos
1257,are there any ubers available for two people i need it to go to the stadium on grand,oos
1258,can you get uber for two people going to 27 moss lane,oos
1259,help me solve this math equation,oos
1260,i need your assistance to solve this math problem,oos
1261,can you multiply 45 by 23,oos
1262,can you divide 100 by 20,oos
1263,can you subract 36 from 5,oos
1264,can you add 5 and 89,oos
1265,multiply 7 and 42,oos
1266,"what is the sum of 3, 7, 9, and 24",oos
1267,add up 8 and 7,oos
1268,what is the square root of 888,oos
1269,what is 87 divided by 4,oos
1270,what is the square root of 8814,oos
1271,what is 89 divided by 3,oos
1272,what is 13 times 57,oos
1273,can you tell me the square root of pi,oos
1274,what is 543 times 344,oos
1275,what is seventeen plus three,oos
1276,what is the derivative of x squared plus 5,oos
1277,can you factor x squared plus 4 x plus 4,oos
1278,is 126 divisible by 8,oos
1279,give me the date,oos
1280,tell me the date,oos
1281,which day is it today,oos
1282,what day of the week are we on,oos
1283,"in 4 days, what date will it be",oos
1284,would you let me know what date it will be in 3 days,oos
1285,tell me the date it will be 5 days from now,oos
1286,would you let me know today's date,oos
1287,i need to know the date it will be 4 days from now,oos
1288,let me know what date it will be in 3 days,oos
1289,let me know what today's date is,oos
1290,i would like to get today's date,oos
1291,what date will it be 8 days from now,oos
1292,what date will it be 9 days from now,oos
1293,what date will it be 6 days from now,oos
1294,what date will it be 5 days from now,oos
1295,what date will it be 7 days from now,oos
1296,tell me what today's date is,oos
1297,is today monday,oos
1298,what is the current date,oos
1299,can i take more than one carry on,oos
1300,does more than one carry on cost extra at ryanair,oos
1301,does spirit allow more than one carry on,oos
1302,are more than one carry on allowed at klm,oos
1303,will jet blue allow more than one carry on,oos
1304,whats the policy for delta for carry ons,oos
1305,what's the carry on policy for delta,oos
1306,can you tell me delta's carry on policy,oos
1307,what's delta's carry on policy,oos
1308,i would like to know delta's carry on policy,oos
1309,what are carry-on rules for jet blue,oos
1310,i'm flying delta and need to know the carry-on rules,oos
1311,what are united's carry-on rules,oos
1312,what rules does southwest have for carry-on luggage,oos
1313,look up carry-on rules for american airlines,oos
1314,i want know about carry-on for frontier,oos
1315,tell me carry-on info for united,oos
1316,i would like to know carry-on information for delta,oos
1317,can you give me the carry-on rules for american airlines,oos
1318,"how many carry ons can i take with spirit, going to tampa",oos
1319,how many days off have i used,oos
1320,what is the total day off have i taken,oos
1321,what is the amount of pto have i use,oos
1322,let me know how many vacation have i utilized,oos
1323,how many days have i taken off,oos
1324,how much pto have i used so far,oos
1325,can you tell me how many vacation days have i taken,oos
1326,what is the amount of vacation day i have used,oos
1327,can you tell me how much pto have i use,oos
1328,let me know the amount of vacation days i have used,oos
1329,how much pto have i used,oos
1330,what is the amount of pto have i used,oos
1331,how many vacation and sick days have i taken,oos
1332,how many days have i used,oos
1333,how much vacation days have i used,oos
1334,my day offs history,oos
1335,how many day off i have taken,oos
1336,how many of my off days have i run through for the year thus far,oos
1337,remind me of how days i had off so far for the year,oos
1338,can you tell how many days i already took off this year,oos
1339,i'd like an appointment at your earliest availability for an oil change,oos
1340,could you book me an appointment for an oil change,oos
1341,i'd like to make an appointment to get my oil changed,oos
1342,i'd like to book the next availability for an oil change,oos
1343,can i make an appointment for an oil change,oos
1344,schedule an appointment for a tire check for me,oos
1345,make me an appointment for a tire check,oos
1346,can i make an appointment to get my tires checked,oos
1347,can you please make an appointment for me to get my tires checked out,oos
1348,schedule me an appointment to get my tires checked out,oos
1349,can you help me find someone to look at my car's engine because the light is on,oos
1350,i need to arrange an appointment to have my car's tires examined,oos
1351,my car needs maintenance but i don't know if i can schedule an appointment for that,oos
1352,is there any way to change the date of my oil change,oos
1353,"my car's tires are due to be looked at, can you help me get an appointment for that",oos
1354,find out where i can schedule to get my car's tires checked,oos
1355,i need to get an appointment for car maintenance,oos
1356,help me schedule maintenance for my car,oos
1357,help me find somewhere to schedule a check up on my car's tires,oos
1358,find me someone who can deal with my car's illuminated check engine light,oos
1359,"i'm going to be in canada from october 23rd to november 2nd, so can i let my bank know",oos
1360,let my bank know i'm going to be in russia for a month,oos
1361,get a message to my bank that starting the 14th i'll be in canada,oos
1362,tell my bank that i'm travelling to france in 2 days,oos
1363,tell my bank i'll be in cuba beginning the 2nd,oos
1364,alert my financial institution that i will be traveling to bangkok on april 2 and returning on april 7,oos
1365,"on tuesday i will be leaving for tennessee and will not be returning until the twenty ninth, alert my bank of this",oos
1366,my bank needs to be aware of my trip to spain,oos
1367,i am going to spain in the future and my bank needs to know this information,oos
1368,my bank needs to know that i will be traveling to spain soon,oos
1369,my vacation to spain is coming up and i need my bank to know,oos
1370,i will be telling my bank of my upcoming trip to spain,oos
1371,from april to may i will be in america so i need to notify my bank,oos
1372,i will tell my bank that i will be gone from april to may to america,oos
1373,i need to let my bank know i will be in america from april to may,oos
1374,my back needs to be notified that i will be in american from april to may,oos
1375,i will be visiting america so i will need to let me bank know i will be gone from april to may,oos
1376,please note that i will be travelling internationally soon,oos
1377,let my bank know that i am going to tokyo,oos
1378,alert my bank and tell them that i will be in vermont,oos
1379,sync phone,oos
1380,please pair my phone,oos
1381,don't connect to my phone anymore,oos
1382,i need you to pair with my phone please,oos
1383,don't sync to my phone anymore,oos
1384,sync with my phone,oos
1385,disconnect from phone,oos
1386,stop synching to my phone,oos
1387,can you pair with my phone,oos
1388,please pair with my phone,oos
1389,disconnect sync from my phone,oos
1390,unsync yourself from my phone please,oos
1391,stop syncing with my phone,oos
1392,i'd like you to pair with my phone,oos
1393,i need you to pair with my phone,oos
1394,don't sync with my phone,oos
1395,pair with phone,oos
1396,connect with my phone,oos
1397,please add onto my phone,oos
1398,put a device with my phone,oos
1399,that you so much for the help,oos
1400,thanks for helping me,oos
1401,thanks for helping me out today,oos
1402,thanks for the assist,oos
1403,thank you for the help,oos
1404,thanks for your help,oos
1405,thank you for your help,oos
1406,i'm thankful for your help,oos
1407,i am glad that you did that,oos
1408,i owe you one,oos
1409,i appreciate you doing that,oos
1410,appreciated,oos
1411,i am happy you did that for me,oos
1412,"thanks, you've helped me",oos
1413,"thanks, i appreciate it",oos
1414,i'm thankful,oos
1415,you have my gratitude,oos
1416,you've been a big help,oos
1417,special thanks to you,oos
1418,you have my sincere gratitude,oos
1419,i would like you to roll a dice,oos
1420,please roll a 10 sided die and tell me what number it is,oos
1421,can you roll a dice for me,oos
1422,please roll a dice,oos
1423,roll a 6 sided die and tell me the result,oos
1424,can you roll a dice with 8 sides,oos
1425,can you roll a dice with 6 sides,oos
1426,roll a 10 sided dice,oos
1427,roll an 8 sided dice,oos
1428,roll a 6 sided dice,oos
1429,please roll this 8 sided dice,oos
1430,i want you to roll a 5 sided dice for me,oos
1431,give a 6 sided dice a roll for me,oos
1432,complete a roll on a 4 sided dice,oos
1433,i need a roll on a 6 sided dice,oos
1434,roll that dice,oos
1435,please roll that dice,oos
1436,roll the dice now,oos
1437,"i need to make a quick decision, so roll a dice!",oos
1438,i need you to roll a dice that has six sides and tell me what it lands on,oos
1439,is my milk safe to drink after being in the refrigerator for a week,oos
1440,apple cider has been in my fridge for four months so can i still drink it,oos
1441,"mayonaise has been in my fridge for three years, is it still good to eat",oos
1442,is cooked chicken still good after being refrigerated for two weeks,oos
1443,"i have had farm fresh eggs in the fridge for a few months, are they still okay to ingest",oos
1444,how many days before milk expire,oos
1445,will rice be ok in the fridge for 3 days,oos
1446,is rice ok after 3 days in the refrigerator,oos
1447,after 3 days in the fridge is rice safe to eat,oos
1448,is rice bad after 3 days in fridge,oos
1449,can i keep rice in the fridge for 3 days,oos
1450,when does my milk expire,oos
1451,how long does it take milk to expire,oos
1452,how do i know if my milk is expired,oos
1453,what is the expiration date of my milk,oos
1454,how long until my milk expires,oos
1455,how long can i keep pork in the freezer for before it gets freezer burnt,oos
1456,how long can i keep beef in the freezer for before it gets nasty,oos
1457,how long can i keep chicken in the freezer for before it goes gross,oos
1458,how long can i keep bison in the freezer for before it spoils,oos
1459,how long do i need to cook pot au feu for,oos
1460,how long do i need to cook chili for,oos
1461,how long do i need to cook lasagne for,oos
1462,how long do i need to cook tuna casserole for,oos
1463,how long do i need to cook beef stew for,oos
1464,how long should i cook country fried potatoes for,oos
1465,how long should i cook pho for,oos
1466,how long should i cook steak for,oos
1467,how long should i cook roast for,oos
1468,i need to know how long to cook chicken for,oos
1469,how long do i put sugar cookies in for,oos
1470,how long should i cook carnitas for,oos
1471,how long should i cook ham for,oos
1472,how long does it take to make pho,oos
1473,how long do i need to cook roast for,oos
1474,how long should i microwave hot pockets for,oos
1475,how long does it take to cook hot pockets,oos
1476,what's the recommended cooking time for steak,oos
1477,should i cook this for a long time,oos
1478,what time should i leave this in the oven,oos
1479,remind me to call my mom,oos
1480,set a reminder for me to request time off work around the holidays,oos
1481,remind me to get an oil change,oos
1482,i need a reminder to order cookies,oos
1483,remind me to write that letter,oos
1484,set a reminder to pay my taxes,oos
1485,remind me to do something,oos
1486,you need to remind me to do something,oos
1487,i need to be reminded,oos
1488,i need to make a reminder,oos
1489,can you set a reminder for me,oos
1490,i need to set up a reminder for myself,oos
1491,create a reminder,oos
1492,remind me to check the steak,oos
1493,i just put steaks on the grill remind me to check them at the right time,oos
1494,don't let me forget to check the steak,oos
1495,set a reminder to check the steak,oos
1496,can you set a reminder for the current time tommorow,oos
1497,set a reminder for me to request time off,oos
1498,can i have a reminder set up,oos
1499,i want to report a stolen card,oos
1500,"my card is lost, i would like to report it",oos
1501,"my card was stolen, how do i report this",oos
1502,i need to report a stolen card,oos
1503,if i lost my card how do i report it,oos
1504,how do i report a stolen card,oos
1505,what is the process of reporting a lost card,oos
1506,"if my card was stolen, where do i report it",oos
1507,"i lost my card, how do i report it",oos
1508,report a card lost for me,oos
1509,i lost a card and i need to report it,oos
1510,i have a card that was lost i need to report,oos
1511,amazon visa card is stolen,oos
1512,my disney visa card is stolen,oos
1513,spirit mastercard card was taken,oos
1514,what are the steps to take to report a lost card,oos
1515,what is the route to take to report a lost card,oos
1516,can you show me how to report a lost card,oos
1517,i need the information on how to report a lost card,oos
1518,my card is lost and i need to know how to report it,oos
1519,would it be a problem to sub chips instead of fries,oos
1520,let me know if i can use ketchup in place of the mustard,oos
1521,is it ok to use ketchup instead of mustard,oos
1522,is it normal to use mayo instead of cheese,oos
1523,can i sub ketchup for mustard,oos
1524,i wonder if it would be possible to switch from apples to grapes,oos
1525,is it allow to switch apples to grapes,oos
1526,is it okay to switch apples for grapes,oos
1527,can i modify the apples for grapes,oos
1528,would i be able to swap apples for grapes,oos
1529,i don't have butter can i use oil,oos
1530,is butter a substitute for oil,oos
1531,is butter ok to use instead of oil,oos
1532,are butter and oil interchangable,oos
1533,are you able to switch butter and oil,oos
1534,do you know if i can use pepper and not salt,oos
1535,will pepper work instead of salt,oos
1536,is pepper a replacement for salt,oos
1537,would it be ok if i have pepper and not salt,oos
1538,can i use pepper instead of salt,oos
1539,call alex,oos
1540,please call mark,oos
1541,i want to call mark,oos
1542,let me call mark,oos
1543,can we call mark,oos
1544,call back my mom please,oos
1545,start a call to cynthia,oos
1546,i want to call up jan,oos
1547,can you get a call started to martha,oos
1548,please call felicity,oos
1549,please initiate a phone call to my boss,oos
1550,initiate a call to robert,oos
1551,dial the last number that called me,oos
1552,call contact aj,oos
1553,call aj now,oos
1554,call aj,oos
1555,call aj please,oos
1556,call my friend aj,oos
1557,can you call michelle on the home phone,oos
1558,"siri, call jacob",oos
1559,i'd like alarms set for 11am and 132pm,oos
1560,i want you to set alarms for 2pm and 3pm,oos
1561,i need alarm for both 4am and 7am,oos
1562,set an alarm for 235pm and another an hour later,oos
1563,please add alarms at 430am and 1030am,oos
1564,set my alarm for quarter after six tomorrow,oos
1565,"set my alarm for eight tomorrow, please",oos
1566,set my alarm for six tomorrow morning,oos
1567,"set my alarm for five tomorrow morning, please",oos
1568,"set an alarm for four thirty tomorrow, please",oos
1569,set me an alarm right now,oos
1570,set an alarm for me please,oos
1571,please set an alarm for me,oos
1572,please set me an alarm,oos
1573,set me an alarm now,oos
1574,create alarms for 8 pm and 9 pm,oos
1575,i need an alarm set for ten pm and midnight,oos
1576,make an alarm for one and two in the morning,oos
1577,can you set up alarms for one in the afternoon and ten at night,oos
1578,set an alarm for 05:00 and one for 16:00,oos
1579,repeat my to do list,oos
1580,what do i have to do,oos
1581,instruct me what to do,oos
1582,recite my to do list,oos
1583,will you please tell me my to do list,oos
1584,what do i need to do,oos
1585,did i put cutting the grass on my todo list,oos
1586,is there anything on my todo list for taking out the trash,oos
1587,is cleaning the outside windows on my todo list,oos
1588,what do i have on my todo list,oos
1589,have i added anything to my todo list,oos
1590,did i make a note on my todo list to mop the bathroom floor,oos
1591,is my todo list free,oos
1592,can you tell me if there is anything on my todo list,oos
1593,do i have anything on my todo list,oos
1594,did i put a car wash on my todo list,oos
1595,did i put vacuuming on my todo's,oos
1596,is vacuuming on my todo list,oos
1597,does my todo list have vacuuming on it,oos
1598,is cleaning the garage on my to do list,oos
1599,will you please do the male british accent,oos
1600,can you please change you accent to the male british one,oos
1601,make the male british accent please,oos
1602,could you please change your accent to the male british one,oos
1603,for the love of all that good change your accent,oos
1604,your accent needs to be changed,oos
1605,i need your accent to be changed,oos
1606,please change your accent,oos
1607,change your accent now,oos
1608,change to a new accent please,oos
1609,change to a different accent,oos
1610,i want you to use a different accent,oos
1611,what other accents can you use,oos
1612,help me change my account,oos
1613,i need to change my account,oos
1614,i need to switch accounts,oos
1615,please change my account to another one,oos
1616,please use a male voice,oos
1617,change over to the female voice,oos
1618,move over to the female voice,oos
1619,"i need a w2 form, how do i get one",oos
1620,who do i contact for a w2 form,oos
1621,how do i get a w2 form,oos
1622,who should i call for a w2,oos
1623,where do i go to get a form for w2s,oos
1624,where do i get w2 form,oos
1625,i need to know where to get w2,oos
1626,tell me where i should get the w2,oos
1627,so where do i get the w2 form,oos
1628,please tell me where to get the w2,oos
1629,where will i find my w-2,oos
1630,w-2 tax form where is it,oos
1631,where do i find my w-2 form,oos
1632,where's my w-2 tax form,oos
1633,where do i find my w-2 tax form,oos
1634,can i find my w-2 online,oos
1635,where should i look for my w-2,oos
1636,where would i find my w-2,oos
1637,i need my earned income form for paying taxes,oos
1638,where can i get the form for my taxes,oos
1639,when do i need to pay my dte energy bill,oos
1640,what day do i have to pay my leasing office bill,oos
1641,what day is my telephone bill due,oos
1642,when is my cell phone bill due,oos
1643,what day do i need to pay my internet and phone bill by,oos
1644,what's the due date for spectrum's bill,oos
1645,what date do i have to pay the phone bill on,oos
1646,can you tell me the due date for the water bill,oos
1647,what day is the cable bill owed on,oos
1648,when is the electric bill due,oos
1649,when do i need to pay my car insurance bill by,oos
1650,how do i find out when my visa bill is due,oos
1651,tell me how i know when to pay my chase bill,oos
1652,tell me when my mastercard bill should be paid,oos
1653,when should i pay my pg&e bill,oos
1654,when is my kaiser bill due,oos
1655,how long do i have to pay that bill,oos
1656,is there a due date on the bill,oos
1657,is the bill due this week,oos
1658,i need to know what day i need to pay my water bill,oos
1659,what is the calorie content of lays chips,oos
1660,do you know the calorie content of a strip of bacon,oos
1661,how many calories are found in bagels,oos
1662,tell me the calorie content of frosted flakes,oos
1663,inform me of the calorie content of vanilla ice cream,oos
1664,how many calories are in apples,oos
1665,how many calories are in oranges,oos
1666,how many calories are in ice cream,oos
1667,how many calories are in cake,oos
1668,how many calories are in oreos,oos
1669,how many calories does two bananas have,oos
1670,"in a fried egg, how many calories are there",oos
1671,pocki sticks has how many calories,oos
1672,what is the amount of calories that scrambled eggs has,oos
1673,how many calories are in a donut hole,oos
1674,how many calories are in a ghirardelli sea salt caramel candy,oos
1675,how many calories are in a bowel of wheaties,oos
1676,how many calories are in a serving of deans french onion dip,oos
1677,how many calories are in mashed potatoes,oos
1678,how many calories are in powdered donuts,oos
1679,my card was damaged by bleach,oos
1680,my card was cut by my kid,oos
1681,my card is ruined and isn't working,oos
1682,my card isn't working because its destroyed,oos
1683,my card is messed up from carding my door,oos
1684,my card was in my pocket and bent,oos
1685,my card has a burn on it,oos
1686,my card is impaired and i can't use it,oos
1687,my card is scuffed up and won't work,oos
1688,my card seems to not work because its blemished,oos
1689,i broke my card trying to do a magic trick,oos
1690,"when my house burned down, so did my card",oos
1691,i broke my card scraping snow off the windshield,oos
1692,i broke my card when i bent my wallet,oos
1693,i ruined my card when it got washed,oos
1694,how can i get a new card that got melted in the sun,oos
1695,my card got dropped in the shredded and i need it replaced,oos
1696,my card was destroyed when my house burned down and i need a replacement,oos
1697,i accidentally caught my card on fire,oos
1698,i accidentally shredded my card,oos
1699,does mcdonald's have good reviews,oos
1700,are the review for mcdonald's good or bad,oos
1701,how are the reviews for mcdonald's,oos
1702,what are the review for mcdonald's,oos
1703,how are those mcdonald's reviews looking,oos
1704,what are the ratings for yardhouse,oos
1705,do you know how the ratings are for yardhouse,oos
1706,are the ratings for yardhouse good,oos
1707,can you tell me the ratings for yardhouse,oos
1708,how good are the review for yardhouse,oos
1709,how are the fried chicken at zippys,oos
1710,how are the reviews for pasta at assagios,oos
1711,how is sushi at jiro,oos
1712,how is the steamed fish at harbor village,oos
1713,how is dim sum at legend,oos
1714,does boston restaurant have favorable reviews,oos
1715,can you inform if boston restaurant has good reviews,oos
1716,i need to know favorable reviews about boston restaurant,oos
1717,tell me if boston restaurant has good reviews,oos
1718,i need to know if boston restaurant has favorable reviews,oos
1719,what would the routing number for chase be,oos
1720,tell me chase's routing number,oos
1721,tell me the routing number for bluebird,oos
1722,help me find the chase routing number,oos
1723,i want to know the bofa routing number,oos
1724,what routing number does chase in michigan use,oos
1725,where can i locate the ally routing number,oos
1726,what would wells fargo use as routing,oos
1727,is there a routing number for wachovia,oos
1728,i need to know what routing number i should use for ally,oos
1729,let me know chase's routing number,oos
1730,what routing number does chase use,oos
1731,is there a routing number for wells fargo,oos
1732,i need to know bank of america's routing,oos
1733,i want to know what the routing is for chase,oos
1734,where can i locate my routing number for chase please,oos
1735,where do i find my routing number for my pnc account,oos
1736,where can i locate the routing number for the bank i bank with,oos
1737,where do i locate the routing number for the credit union,oos
1738,where do i locate my routing number for my premium checking account,oos
1739,what type of pet is in your home,oos
1740,what pets are with you,oos
1741,do you have animal companions,oos
1742,do you have any animals,oos
1743,what type of animal is living in your home,oos
1744,what types of pets do you keep,oos
1745,what animals await you at home,oos
1746,what creatures do you keep for love,oos
1747,do you posses any types of pets,oos
1748,do you have any dogs or cats,oos
1749,what types of furry companions do you have,oos
1750,given a choice would you take a dog or a cat,oos
1751,what are the pets you have,oos
1752,do you own a cat or do you own a dog,oos
1753,do you own any animals,oos
1754,what do you have in the way of pets,oos
1755,"which type of pet would you rather possess, a cat or a dog",oos
1756,do you have a cat or a dog,oos
1757,what different pets do you have,oos
1758,does your family have any pets,oos
1759,how do i set up a meeting,oos
1760,what is the process to set up a meeting,oos
